0	-0.65	0.475006	1.18969	0.707119	-0.000354603	0.707095	224	150	-0.0520948	0.399304
0.044	-0.65	0.475004	1.18952	0.707117	-0.000280019	0.707096	223	162	-0.046434	0.340043
0.045	-0.649999	0.475003	1.18935	0.70711	-5.47691e-005	0.707103	221	174	-0.0378446	0.290893
0.043	-0.649999	0.475013	1.18929	0.707107	2.60235e-005	0.707107	218	186	-0.024745	0.240936
0.056	-0.649998	0.47504	1.18921	0.707104	1.00839e-005	0.707109	215	197	-0.0114221	0.194261
0.045	-0.649998	0.475088	1.18923	0.707105	-0.000115536	0.707109	210	207	0.0111062	0.149689
0.047	-0.649997	0.475153	1.18921	0.707105	-0.000232616	0.707109	204	216	0.038983	0.107006
0.054	-0.649997	0.475236	1.18928	0.707106	-0.000392581	0.707107	198	223	0.0679055	0.0713025
0.051	-0.649997	0.475333	1.18931	0.707106	-0.000524917	0.707107	190	228	0.107579	0.040848
0.056	-0.649997	0.475445	1.18941	0.707107	-0.00070452	0.707106	181	232	0.154526	0.0121725
0.039	-0.649997	0.47557	1.18947	0.707107	-0.00086456	0.707106	173	235	0.198498	-0.0120563
0.05	-0.649998	0.475708	1.18959	0.707107	-0.00107448	0.707105	165	235	0.244501	-0.0236998
0.051	-0.649998	0.475856	1.18966	0.707107	-0.00126391	0.707106	157	235	0.292589	-0.0356343
0.051	-0.649998	0.476014	1.1898	0.707108	-0.00150004	0.707104	149	234	0.343027	-0.0433264
0.051	-0.649999	0.476181	1.18987	0.707107	-0.00171251	0.707104	142	232	0.38939	-0.0448322
0.051	-0.649999	0.476356	1.19001	0.707107	-0.00197	0.707103	134	230	0.444486	-0.0480034
0.051	-0.65	0.476536	1.19009	0.707107	-0.00220163	0.707103	127	227	0.495426	-0.0445165
0.052	-0.65	0.476722	1.19023	0.707107	-0.00247689	0.707102	121	225	0.540991	-0.0443186
0.049	-0.65	0.476912	1.1903	0.707105	-0.00272553	0.707103	114	222	0.596024	-0.0406979
0.05	-0.65	0.477105	1.19043	0.707105	-0.00301633	0.707103	109	218	0.637537	-0.0276418
0.054	-0.65	0.4773	1.1905	0.707103	-0.00327771	0.707103	103	214	0.688698	-0.0160435
0.04	-0.65	0.477496	1.19063	0.707103	-0.00357918	0.707102	97	209	0.742091	0.00180168
0.055	-0.65	0.477691	1.19069	0.707102	-0.00385189	0.707101	93	203	0.779558	0.0299409
0.05	-0.65	0.477887	1.19081	0.707101	-0.00416369	0.7071	89	197	0.817763	0.0586658
0.051	-0.65	0.47808	1.19087	0.707099	-0.00444478	0.7071	85	190	0.857155	0.0942533
0.043	-0.65	0.478272	1.19098	0.707097	-0.00476416	0.7071	82	182	0.887694	0.138504
0.061	-0.649999	0.478461	1.19102	0.707095	-0.00505121	0.7071	80	174	0.908442	0.185154
0.039	-0.649999	0.478648	1.19113	0.707094	-0.00537618	0.707099	79	167	0.919197	0.226886
0.057	-0.649999	0.47883	1.19116	0.707091	-0.00566834	0.707099	77	158	0.940626	0.280643
0.051	-0.649998	0.479009	1.19126	0.707089	-0.00599661	0.707099	77	150	0.940872	0.330431
0.051	-0.649997	0.479184	1.19129	0.707086	-0.00629179	0.707099	76	142	0.952133	0.379287
0.041	-0.649996	0.479354	1.19138	0.707084	-0.00662294	0.707099	76	134	0.952634	0.429095
