-0.332042	0.794451
-0.613805	0.841201
-0.665349	0.772129
-0.670395	0.769405
-0.640382	0.79259
-0.59331	0.829166
-0.49052	0.911543
-0.464642	0.930262
-0.45823	0.939486
-0.451988	0.94837
-0.443477	0.952878
-0.46849	0.929717
-0.502611	0.905367
-0.530355	0.88058
-0.554071	0.864183
-0.577554	0.842812
-0.596127	0.830175
-0.618231	0.814204
-0.629187	0.803083
-0.639661	0.796541
-0.650009	0.786475
-0.653626	0.782563
-0.657704	0.778686
-0.662786	0.774393
-0.664139	0.773401
-0.663127	0.771415
-0.663228	0.771872
-0.662805	0.773059
-0.659625	0.773198
-0.65839	0.774804
-0.653153	0.776676
-0.648144	0.781361
-0.646285	0.783374
-0.639727	0.785558
-0.633423	0.79064
-0.631057	0.792595
-0.626578	0.795976
-0.622091	0.799123
-0.620974	0.799399
-0.616971	0.802028
-0.616441	0.801814
-0.61484	0.798933
-0.615927	0.797734
-0.618131	0.795802
-0.621673	0.792509
-0.626726	0.787789
-0.627487	0.786345
-0.634002	0.780326
-0.63903	0.778957
-0.642261	0.775243
-0.64325	0.773165
-0.645514	0.770399
-0.649214	0.766765
-0.648523	0.766782
-0.650323	0.761485
-0.649772	0.76172
-0.65052	0.761007
-0.652373	0.759136
-0.652259	0.758495
-0.650053	0.759392
-0.6514	0.757449
-0.650435	0.757389
-0.649572	0.757229
-0.648766	0.757059
-0.647887	0.756919
-0.646699	0.757049
-0.645156	0.757431
-0.644384	0.753821
-0.644785	0.753006
-0.644335	0.753009
-0.643107	0.753312
-0.642575	0.749394
-0.643299	0.748124
-0.643357	0.7475
-0.645884	0.74469
-0.647712	0.742203
-0.648979	0.739991
-0.64997	0.737995
-0.651013	0.735944
-0.652181	0.733834
-0.653581	0.731513
-0.655158	0.729071
-0.656972	0.726407
-0.658962	0.723625
-0.658318	0.722826
-0.661051	0.719457
-0.661319	0.717954
-0.66186	0.716257
-0.662873	0.71417
-0.664165	0.711897
-0.662793	0.711635
-0.664627	0.708942
-0.663806	0.708264
-0.663033	0.707574
-0.665416	0.704446
-0.664646	0.703774
-0.666611	0.700976
-0.665412	0.700644
-0.665382	0.695994
-0.664099	0.69606
-0.665799	0.693964
-0.667188	0.691833
-0.668099	0.689749
-0.66864	0.687847
-0.669063	0.685991
-0.670698	0.679858
-0.67095	0.678494
-0.671104	0.677329
-0.674322	0.673521
-0.674325	0.671895
-0.674281	0.670125
-0.677434	0.665931
-0.677645	0.663953
-0.677841	0.662007
-0.678351	0.659788
-0.681996	0.655202
-0.682579	0.652898
-0.683062	0.650671
-0.683819	0.648198
-0.684781	0.645591
-0.685919	0.642814
-0.687093	0.640029
-0.688324	0.637165
-0.686642	0.636537
-0.688182	0.633423
-0.689851	0.630244
-0.688431	0.629383
-0.68998	0.626279
-0.691598	0.623103
-0.692901	0.620194
-0.693992	0.617416
-0.694926	0.614786
-0.69585	0.612139
-0.696742	0.609544
-0.69768	0.606889
-0.698599	0.604274
-0.69956	0.6016
-0.700497	0.598971
-0.701472	0.596286
-0.702424	0.593646
-0.706341	0.588712
-0.705312	0.584217
-0.706022	0.582031
-0.707018	0.579782
-0.708144	0.577116
-0.709245	0.574217
-0.710375	0.571128
-0.711486	0.568055
-0.712642	0.564927
-0.71669	0.559632
-0.717563	0.556722
-0.718284	0.553928
-0.719264	0.550895
-0.720449	0.547721
-0.720129	0.542287
-0.721694	0.53912
-0.723383	0.535953
-0.724884	0.532632
-0.726265	0.529068
-0.724659	0.527652
-0.726258	0.523739
-0.727996	0.519762
-0.729555	0.515893
-0.730865	0.512222
-0.732072	0.508582
-0.733199	0.505011
-0.736031	0.503467
-0.736983	0.499674
-0.737906	0.495729
-0.738973	0.492006
-0.740232	0.488394
-0.741537	0.484902
-0.74289	0.481362
-0.744211	0.477854
-0.745565	0.474277
-0.746898	0.470745
-0.748277	0.467158
-0.749642	0.463621
-0.751053	0.460029
